"Station","DATE","LON","LAT","ELEV","Year","Month","Season","Tmin","Tmax","Avg.Temp","DTR","CLIMATE_ZONE","COASTAL_INDEX","Rain_Days","Rainfall","Wet_Day","Extreme_Event","Rain_Anomaly","RH","Humidity_Anomaly","DewPoint","Dewpoint_Depression","WindSpeed","Extreme_Wind","Wind_Anomaly","WindDirection","WindSector","Prevailing_Direction","Direction_Variability","Extreme_Shift","Wind_u","Wind_v","Solar_Radiation","Clear_Sky_Radiation","Cloud_Factor","Sunshine_Fraction","Radiation_Anomaly","Atmospheric_Pressure","VPD","ET0","Dryness_Index","Dryness_Class","ET_Anomaly"
"Station_1",2019-01-19,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",23.31,31.42,27.36,8.1,"Savannah",0.932,1,2.67,1,0,1.6,59.96,1.85,18.62,8.74,6.76,0,-0.55,166.1,"S",180,30,0,-1.62,6.56,19.63,21.72,0.84,0.865329475550613,0.24,96.4,1.46,7.32,0.71,"Very Dry",0.24
"Station_1",2019-01-20,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",22.78,31.01,26.9,8.23,"Savannah",0.932,0,0,0,0,-1.08,57.81,-0.3,17.73,9.17,6.31,0,-1.01,156.19,"SE",180,30,0,-2.55,5.77,22.3,21.77,0.95,0.958112177153512,2.9,96.4,1.5,7.25,0.64,"Very Dry",0.17
"Station_1",2019-01-21,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",21.72,30.06,25.89,8.34,"Savannah",0.932,1,3.34,1,0,2.26,55.24,-2.87,16.19,9.7,5.1,0,-2.21,97.95,"E",180,60,0,-5.05,0.71,19.1,21.82,0.92,0.92978762627268,-0.3,96.4,1.49,6.47,0.74,"Very Dry",-0.61
"Station_1",2019-01-22,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",21.62,29.58,25.6,7.97,"Savannah",0.932,1,1.68,1,0,0.6,54.94,-3.17,15.46,10.14,4.04,0,-3.27,99.51,"E",180,60,0,-3.98,0.67,21.91,21.87,0.9,0.92949151856306,2.52,96.4,1.48,6.9,0.65,"Very Dry",-0.18
"Station_1",2019-01-23,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",20.72,27.97,24.35,7.25,"Savannah",0.932,0,0,0,0,-1.08,52.05,-6.07,12.75,11.6,0.72,0,-6.6,52.42,"NE",180,60,0,-0.57,-0.44,19.79,21.93,0.9,0.8993657224488,0.4,96.4,1.46,6,0.7,"Very Dry",-1.08
"Station_1",2019-01-24,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",20.22,29.59,24.91,9.38,"Savannah",0.932,1,3.14,1,0,2.07,51.4,-6.71,15.19,9.72,6.61,0,-0.7,52.15,"NE",180,30,0,-5.22,-4.06,23.38,21.98,0.94,0.930598056283005,3.99,96.4,1.53,7.06,0.63,"Very Dry",-0.02
"Station_1",2019-01-25,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",19.88,27.84,23.86,7.96,"Savannah",0.932,0,0,0,0,-1.08,50.13,-7.99,12.43,11.43,2.14,0,-5.18,36.36,"NE",180,60,0,-1.27,-1.72,21.18,22.04,0.91,0.900632885857304,1.79,96.4,1.48,6.31,0.67,"Very Dry",-0.77
"Station_1",2019-01-26,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",18.51,27.39,22.95,8.88,"Savannah",0.932,0,0,0,0,-1.08,46.36,-11.75,11.33,11.62,3.13,0,-4.19,319.3,"NW",180,60,0,2.04,-2.37,18.63,22.1,0.92,0.941226958048982,-0.76,96.4,1.5,5.69,0.77,"Very Dry",-1.39
"Station_1",2019-01-27,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",19.82,27.87,23.85,8.06,"Savannah",0.932,0,0,0,0,-1.08,50.75,-7.36,12.71,11.14,3.05,0,-4.27,45.34,"NE",180,60,0,-2.17,-2.14,21.37,22.16,0.89,0.882929459777774,1.98,96.4,1.46,6.77,0.65,"Very Dry",-0.31
"Station_1",2019-01-28,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",20.31,28.93,24.62,8.62,"Savannah",0.932,1,11.89,1,0,10.81,53.47,-4.64,14.78,9.84,5.61,0,-1.71,77.48,"E",180,60,0,-5.48,-1.22,18.59,22.22,0.87,0.888476915536836,-0.8,96.4,1.44,6.57,0.74,"Very Dry",-0.51
"Station_1",2019-01-29,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",19.47,27.77,23.62,8.3,"Savannah",0.932,0,0,0,0,-1.08,50.03,-8.08,12.52,11.1,3.43,0,-3.89,27.36,"NE",180,60,0,-1.58,-3.05,18.92,22.28,0.85,0.816504452013423,-0.48,96.4,1.46,5.98,0.73,"Very Dry",-1.1
"Station_1",2019-01-30,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",21.11,29.78,25.44,8.67,"Savannah",0.932,0,0,0,0,-1.08,55.17,-2.94,16.08,9.36,7.15,0,-0.17,26.15,"NE",180,30,1,-3.15,-6.42,19.67,22.34,0.83,0.789799096455328,0.28,96.4,1.46,7.22,0.71,"Very Dry",0.14
"Station_1",2019-01-31,-2.06211239937693,10.6811218280345,422.5,2019,1,"Dry",21.76,29.21,25.49,7.44,"Savannah",0.932,0,0,0,0,-1.08,57.08,-1.04,15.43,10.06,4.33,0,-2.98,132.63,"SE",180,60,0,-3.19,2.93,23.44,22.4,0.95,0.952611143129676,4.05,96.4,1.4,7.24,0.57,"Very Dry",0.16
"Station_1",2019-02-01,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",21.64,30.12,25.88,8.49,"Savannah",0.932,0,0,0,0,-0.8,56.55,-5.2,16.69,9.19,7.07,0,-0.91,133.87,"SE",180,30,0,-5.1,4.9,21.03,22.46,0.94,0.962916351507556,-0.07,96.4,1.45,7.05,0.66,"Very Dry",-0.54
"Station_1",2019-02-02,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",22.72,31.01,26.86,8.29,"Savannah",0.932,0,0,0,0,-0.8,59.68,-2.06,18.27,8.59,7.97,0,-0.01,170.69,"S",180,30,0,-1.29,7.87,21.24,22.53,0.91,0.893632204282736,0.14,96.4,1.43,7.58,0.64,"Very Dry",-0.01
"Station_1",2019-02-03,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",23.68,32.74,28.21,9.06,"Savannah",0.932,0,0,0,0,-0.8,62.32,0.57,21,7.21,11.43,0,3.46,201.54,"S",180,30,0,4.2,10.63,19.1,22.59,0.92,0.902141472305535,-2.01,96.4,1.44,7.79,0.72,"Very Dry",0.2
"Station_1",2019-02-04,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.49,32.69,28.59,8.2,"Savannah",0.932,0,0,0,0,-0.8,64.4,2.65,21.03,7.56,9.7,0,1.73,226.13,"SW",180,30,0,6.99,6.72,15.67,22.65,0.8,0.716990767669076,-5.43,96.4,1.39,7.27,0.84,"Very Dry",-0.31
"Station_1",2019-02-05,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.1,33.27,29.18,8.17,"Savannah",0.932,0,0,0,0,-0.8,65.79,4.04,21.91,7.27,10.11,0,2.13,243.1,"SW",180,30,0,9.02,4.57,17.62,22.72,0.87,0.880267021890404,-3.49,96.4,1.38,7.59,0.74,"Very Dry",0
"Station_1",2019-02-06,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.51,32.96,29.24,7.45,"Savannah",0.932,0,0,0,0,-0.8,66.58,4.83,21.44,7.8,8.12,0,0.14,253.54,"W",180,30,0,7.79,2.3,20.24,22.79,0.91,0.883419281266146,-0.87,96.4,1.36,7.72,0.64,"Very Dry",0.13
"Station_1",2019-02-07,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.27,33.72,29.5,8.45,"Savannah",0.932,0,0,0,0,-0.8,65.42,3.67,22.4,7.1,10.36,0,2.38,243.99,"SW",180,30,0,9.31,4.54,21.22,22.85,0.83,0.842202437560526,0.11,96.4,1.43,7.91,0.64,"Very Dry",0.32
"Station_1",2019-02-08,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.82,33.5,29.16,8.68,"Savannah",0.932,0,0,0,0,-0.8,63.71,1.97,21.87,7.29,10.07,0,2.09,228.61,"SW",180,30,0,7.56,6.66,18.73,22.92,0.85,0.889575502833829,-2.38,96.4,1.47,7.48,0.74,"Very Dry",-0.11
"Station_1",2019-02-09,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.34,32.59,28.47,8.25,"Savannah",0.932,0,0,0,0,-0.8,62.06,0.31,20.37,8.1,7.9,0,-0.07,213.36,"SW",180,30,0,4.34,6.6,18.48,22.98,0.84,0.820218296425079,-2.63,96.4,1.47,7.16,0.76,"Very Dry",-0.43
"Station_1",2019-02-10,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",23.6,31.68,27.64,8.07,"Savannah",0.932,0,0,0,0,-0.8,59.72,-2.03,18.79,8.85,6.21,0,-1.77,191.03,"S",180,30,0,1.19,6.1,19.3,23.05,0.82,0.84454576480396,-1.81,96.4,1.49,6.93,0.73,"Very Dry",-0.66
"Station_1",2019-02-11,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",23.43,31.97,27.7,8.55,"Savannah",0.932,0,0,0,0,-0.8,59.21,-2.54,19.18,8.52,7.42,0,-0.56,186.7,"S",180,30,0,0.87,7.37,19.11,23.12,0.86,0.860237577173249,-2,96.4,1.52,7.13,0.75,"Very Dry",-0.46
"Station_1",2019-02-12,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",22.22,29.99,26.1,7.77,"Savannah",0.932,0,0,0,0,-0.8,55.62,-6.13,15.92,10.18,3.34,0,-4.64,113.39,"SE",180,60,0,-3.07,1.33,21.77,23.18,0.87,0.878620788015717,0.67,96.4,1.5,6.63,0.66,"Very Dry",-0.96
"Station_1",2019-02-13,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.57,33.09,28.83,8.52,"Savannah",0.932,1,2.79,1,0,2,63.41,1.67,21.33,7.5,9.37,0,1.39,192.12,"S",180,30,0,1.97,9.16,20.58,23.25,0.84,0.803936443851187,-0.52,96.4,1.45,8.21,0.67,"Very Dry",0.63
"Station_1",2019-02-14,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.73,34.6,30.16,8.87,"Savannah",0.932,0,0,0,0,-0.8,66.19,4.44,23.64,6.52,11.98,0,4.01,230.26,"SW",180,30,0,9.21,7.66,20.95,23.32,0.82,0.832449420009183,-0.16,96.4,1.45,8.42,0.66,"Very Dry",0.83
"Station_1",2019-02-15,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.44,32.73,28.58,8.28,"Savannah",0.932,0,0,0,0,-0.8,62.01,0.26,20.49,8.09,7.98,0,0.01,192.79,"S",180,30,0,1.77,7.78,18.6,23.39,0.82,0.86036175585082,-2.5,96.4,1.49,7.01,0.76,"Very Dry",-0.58
"Station_1",2019-02-16,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.01,32.18,28.1,8.17,"Savannah",0.932,1,4.33,1,0,3.53,61.31,-0.44,19.74,8.36,6.94,0,-1.03,182.61,"S",180,30,0,0.32,6.93,19.8,23.45,0.82,0.86972825572833,-1.3,96.4,1.47,7.18,0.71,"Very Dry",-0.41
"Station_1",2019-02-17,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",23.56,31.75,27.66,8.19,"Savannah",0.932,0,0,0,0,-0.8,59.3,-2.45,18.81,8.85,6.35,0,-1.63,172.08,"S",180,30,0,-0.88,6.29,21.35,23.52,0.87,0.836832947892214,0.24,96.4,1.51,7.24,0.67,"Very Dry",-0.34
"Station_1",2019-02-18,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.41,33.02,28.71,8.61,"Savannah",0.932,0,0,0,0,-0.8,61.91,0.16,20.91,7.8,8.95,0,0.98,200.58,"S",180,30,0,3.15,8.38,21.26,23.59,0.84,0.856378446305521,0.15,96.4,1.5,7.9,0.67,"Very Dry",0.31
"Station_1",2019-02-19,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.31,32.04,28.17,7.73,"Savannah",0.932,0,0,0,0,-0.8,61.55,-0.2,19.43,8.74,6.1,0,-1.87,198.95,"S",180,30,0,1.98,5.77,22.99,23.65,0.93,0.914193432178457,1.88,96.4,1.47,7.59,0.61,"Very Dry",0
"Station_1",2019-02-20,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.56,32.51,28.53,7.95,"Savannah",0.932,1,1.11,1,0,0.32,62.56,0.81,20.25,8.28,7.09,0,-0.88,207.7,"SW",180,30,0,3.3,6.28,18.66,23.72,0.8,0.813548038474274,-2.45,96.4,1.46,7.28,0.74,"Very Dry",-0.31
"Station_1",2019-02-21,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.51,32.13,28.32,7.62,"Savannah",0.932,0,0,0,0,-0.8,62.04,0.29,19.59,8.73,5.97,0,-2.01,205.88,"SW",180,60,0,2.61,5.37,22.55,23.79,0.87,0.861344095257083,1.45,96.4,1.46,7.56,0.62,"Very Dry",-0.03
"Station_1",2019-02-22,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",24.45,32.69,28.57,8.23,"Savannah",0.932,0,0,0,0,-0.8,61.81,0.06,20.38,8.19,7.67,0,-0.3,204.8,"SW",180,30,0,3.22,6.96,23.34,23.85,0.92,0.912949728878456,2.24,96.4,1.49,7.82,0.61,"Very Dry",0.23
"Station_1",2019-02-23,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.82,34.17,29.99,8.35,"Savannah",0.932,1,1.18,1,0,0.39,66.18,4.43,22.95,7.04,10.03,0,2.06,246.26,"SW",180,30,0,9.18,4.04,19.95,23.92,0.81,0.826451975376857,-1.16,96.4,1.43,8.16,0.68,"Very Dry",0.57
"Station_1",2019-02-24,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.45,33.86,29.66,8.41,"Savannah",0.932,0,0,0,0,-0.8,64.54,2.79,22.29,7.37,9.44,0,1.46,233.72,"SW",180,30,0,7.61,5.59,21.38,23.98,0.88,0.904896243365854,0.27,96.4,1.48,7.84,0.66,"Very Dry",0.25
"Station_1",2019-02-25,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",26.87,35.15,31.01,8.28,"Savannah",0.932,1,1.19,1,0,0.39,68.96,7.22,24.54,6.47,11.05,0,3.08,275.36,"W",180,30,0,11,-1.03,21.66,24.05,0.82,0.824777201050106,0.56,96.4,1.4,8.62,0.62,"Very Dry",1.03
"Station_1",2019-02-26,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.09,32.54,28.81,7.45,"Savannah",0.932,0,0,0,0,-0.8,62.96,1.21,20.12,8.69,5.56,0,-2.41,172.37,"S",180,60,0,-0.74,5.51,23.22,24.11,0.82,0.832683228997887,2.11,96.4,1.47,7.3,0.61,"Very Dry",-0.29
"Station_1",2019-02-27,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.62,33.34,29.48,7.73,"Savannah",0.932,0,0,0,0,-0.8,64.53,2.78,21.44,8.04,7.2,0,-0.78,230.08,"SW",180,30,1,5.52,4.62,25.1,24.17,0.91,0.922725992021414,3.99,96.4,1.46,8.28,0.56,"Very Dry",0.69
"Station_1",2019-02-28,-2.06211239937693,10.6811218280345,422.5,2019,2,"Dry",25.63,33.85,29.74,8.22,"Savannah",0.932,0,0,0,0,-0.8,64.49,2.74,22.16,7.58,8.63,0,0.65,201.06,"S",180,30,0,3.1,8.05,22.77,24.23,0.93,0.941016023919585,1.67,96.4,1.48,8.04,0.62,"Very Dry",0.45
"Station_1",2019-03-01,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",25.74,34.25,30,8.5,"Savannah",0.932,1,7.69,1,0,5.84,65.61,2.16,22.98,7.02,9.59,0,1.1,208.73,"SW",180,30,0,4.61,8.41,20.81,24.3,0.83,0.83047224591479,-1.66,96.4,1.46,7.94,0.67,"Very Dry",0.01
"Station_1",2019-03-02,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",26.01,34.47,30.24,8.46,"Savannah",0.932,0,0,0,0,-1.85,65.46,2.01,23.12,7.12,9.79,0,1.3,220.19,"SW",180,30,0,6.32,7.48,22.01,24.36,0.9,0.924867585967147,-0.46,96.4,1.49,8.18,0.65,"Very Dry",0.25
"Station_1",2019-03-03,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",25.37,33.21,29.29,7.84,"Savannah",0.932,0,0,0,0,-1.85,63.43,-0.02,21.09,8.2,6.88,0,-1.61,203.5,"SW",180,30,0,2.74,6.31,20.99,24.42,0.81,0.834779077906274,-1.48,96.4,1.49,7.47,0.68,"Very Dry",-0.46
"Station_1",2019-03-04,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",24.97,33.84,29.4,8.88,"Savannah",0.932,0,0,0,0,-1.85,62.22,-1.23,21.91,7.49,9.4,0,0.91,194.42,"S",180,30,0,2.34,9.1,21.36,24.48,0.86,0.881637430826883,-1.11,96.4,1.55,7.77,0.69,"Very Dry",-0.15
"Station_1",2019-03-05,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",23.92,32.31,28.11,8.39,"Savannah",0.932,0,0,0,0,-1.85,59.15,-4.3,19.39,8.72,6.44,0,-2.05,166.17,"S",180,30,0,-1.54,6.25,24.07,24.54,0.84,0.877046601640831,1.59,96.4,1.55,7.51,0.62,"Very Dry",-0.42
"Station_1",2019-03-06,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",22.93,31.12,27.02,8.19,"Savannah",0.932,0,0,0,0,-1.85,56.38,-7.07,17.41,9.61,4.58,0,-3.91,108.44,"E",180,60,0,-4.34,1.45,23.15,24.59,0.93,0.943572125822375,0.67,96.4,1.56,7.08,0.64,"Very Dry",-0.84
"Station_1",2019-03-07,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",23.41,31.91,27.66,8.5,"Savannah",0.932,0,0,0,0,-1.85,58.16,-5.29,18.81,8.85,6.55,0,-1.94,132.8,"SE",180,30,0,-4.81,4.45,21.67,24.65,0.87,0.866159501347953,-0.81,96.4,1.55,7.5,0.68,"Very Dry",-0.43
"Station_1",2019-03-08,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",23.99,32.78,28.39,8.79,"Savannah",0.932,1,2.93,1,0,1.08,60.66,-2.79,20.47,7.92,8.49,0,0,157.88,"S",180,30,0,-3.2,7.87,23.09,24.71,0.91,0.873873867149388,0.61,96.4,1.52,7.96,0.63,"Very Dry",0.03
"Station_1",2019-03-09,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",24.12,32.79,28.45,8.67,"Savannah",0.932,0,0,0,0,-1.85,60.6,-2.85,20.38,8.07,8.37,0,-0.12,167.36,"S",180,30,0,-1.83,8.17,23.44,24.76,0.92,0.908737452813887,0.97,96.4,1.53,7.9,0.63,"Very Dry",-0.02
"Station_1",2019-03-10,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",25.11,33.28,29.19,8.17,"Savannah",0.932,0,0,0,0,-1.85,63.62,0.17,21.37,7.82,8.38,0,-0.11,201.52,"S",180,30,0,3.07,7.8,24.67,24.81,0.92,0.89215670064761,2.19,96.4,1.47,8.37,0.57,"Very Dry",0.44
"Station_1",2019-03-11,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",27.13,34.9,31.01,7.78,"Savannah",0.932,1,7.19,1,0,5.34,70.42,6.97,24.39,6.62,10.11,0,1.61,264.41,"W",180,30,0,10.06,0.98,22.41,24.87,0.83,0.825448528756834,-0.07,96.4,1.33,8.77,0.57,"Very Dry",0.84
"Station_1",2019-03-12,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",26.4,35.2,30.8,8.8,"Savannah",0.932,0,0,0,0,-1.85,67.03,3.58,24.39,6.41,11.68,0,3.19,241.66,"SW",180,30,0,10.28,5.54,21.15,24.92,0.91,0.893788436616676,-1.33,96.4,1.46,8.09,0.66,"Very Dry",0.16
"Station_1",2019-03-13,-2.06211239937693,10.6811218280345,422.5,2019,3,"Pre-Wet",23.94,31.78,27.86,7.84,"Savannah",0.932,0,0,0,0,-1.85,59.41,-4.04,18.68,9.18,4.91,0,-3.59,98.52,"E",180,60,0,-4.86,0.73,22.25,24.97,0.9,0.890954595257611,-0.23,96.4,1.52,6.81,0.65,"Very Dry",-1.12
